,country,year,SP.POP.TOTL,NY.GDP.PCAP.CD,NY.GNP.PCAP.CD,NY.GNP.PCAP.PP.CD,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,adminregion,capitalCity,iso3c,incomeLevel,iso2c,latitude,lendingType,longitude,region,sat,ee_nightlights_sum
1821,Kazakhstan,2007,15484192.0,6771.41479682,4980.0,16250.0,8523.7662046,19681.988799,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F16,1786430
1822,Kazakhstan,2006,15308084.0,5291.57565019,3860.0,14820.0,7917.19534237,18281.3730818,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1476287
1823,Kazakhstan,2006,15308084.0,5291.57565019,3860.0,14820.0,7917.19534237,18281.3730818,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F16,1407588
1824,Kazakhstan,2005,15147029.0,3771.27895734,2950.0,13460.0,7227.982949,16689.9321294,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1389329
1825,Kazakhstan,2005,15147029.0,3771.27895734,2950.0,13460.0,7227.982949,16689.9321294,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F16,1378405
1826,Kazakhstan,2004,15012985.0,2874.28829128,2300.0,12360.0,6647.69212951,15349.9989197,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1233054
1827,Kazakhstan,2004,15012985.0,2874.28829128,2300.0,12360.0,6647.69212951,15349.9989197,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F16,1490352
1828,Kazakhstan,2003,14909018.0,2068.1236572,1800.0,11170.0,6107.70925931,14103.139662,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F14,1362057
1829,Kazakhstan,2003,14909018.0,2068.1236572,1800.0,11170.0,6107.70925931,14103.139662,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1224846
1830,Kazakhstan,2002,14858948.0,1658.03114602,1520.0,10170.0,5606.85299743,12946.626555,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F14,1416817
1831,Kazakhstan,2002,14858948.0,1658.03114602,1520.0,10170.0,5606.85299743,12946.626555,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1632515
1832,Kazakhstan,2001,14858335.0,1490.92675118,1350.0,9030.0,5106.63416702,11791.5853231,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F14,1088079
1833,Kazakhstan,2001,14858335.0,1490.92675118,1350.0,9030.0,5106.63416702,11791.5853231,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1366294
1834,Kazakhstan,2000,14883626.0,1229.00095845,1260.0,7660.0,4491.59182334,10371.4083464,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F14,1119206
1835,Kazakhstan,2000,14883626.0,1229.00095845,1260.0,7660.0,4491.59182334,10371.4083464,Europe & Central Asia (excluding high income),Astana,KAZ,Upper middle income,KZ,51.1879,IBRD,71.4382,Europe & Central Asia,F15,1399130
1836,Kenya,2012,42542978.0,1184.92325604,1090.0,2710.0,1043.12388848,2669.8072357,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F18,149349
1837,Kenya,2011,41419954.0,1012.87977267,1040.0,2620.0,1024.73034595,2622.73016895,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F18,133950
1838,Kenya,2010,40328313.0,991.850545143,1000.0,2480.0,991.850545143,2538.57647343,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F18,129003
1839,Kenya,2009,39269988.0,942.743146466,930.0,2330.0,939.630527335,2404.92275988,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,81661
1840,Kenya,2008,38244442.0,938.571762345,860.0,2290.0,933.942332114,2390.36419696,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,57603
1841,Kenya,2008,38244442.0,938.571762345,860.0,2290.0,933.942332114,2390.36419696,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,85161
1842,Kenya,2007,37250540.0,857.925688654,730.0,2300.0,956.639249581,2448.45546987,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,55640
1843,Kenya,2007,37250540.0,857.925688654,730.0,2300.0,956.639249581,2448.45546987,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,80629
1844,Kenya,2006,36286015.0,711.721163672,600.0,2150.0,919.102610943,2352.38290308,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,64943
1845,Kenya,2006,36286015.0,711.721163672,600.0,2150.0,919.102610943,2352.38290308,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,82618
1846,Kenya,2005,35349040.0,530.08215785,530.0,2020.0,886.111195162,2267.94353635,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,63763
1847,Kenya,2005,35349040.0,530.08215785,530.0,2020.0,886.111195162,2267.94353635,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,65231
1848,Kenya,2004,34437460.0,467.378752493,470.0,1880.0,858.838369607,2198.14052655,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,67347
1849,Kenya,2004,34437460.0,467.378752493,470.0,1880.0,858.838369607,2198.14052655,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F16,88216
1850,Kenya,2003,33551079.0,444.233631051,420.0,1780.0,838.717250872,2146.64184171,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F14,55073
1851,Kenya,2003,33551079.0,444.233631051,420.0,1780.0,838.717250872,2146.64184171,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,58442
1852,Kenya,2002,32691980.0,402.170315494,390.0,1750.0,836.235162429,2140.28909899,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F14,71092
1853,Kenya,2002,32691980.0,402.170315494,390.0,1750.0,836.235162429,2140.28909899,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,87347
1854,Kenya,2001,31863280.0,407.554006552,410.0,1750.0,853.317513501,2184.01025714,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F14,68750
1855,Kenya,2001,31863280.0,407.554006552,410.0,1750.0,853.317513501,2184.01025714,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,82490
1856,Kenya,2000,31065820.0,408.981868272,420.0,1690.0,843.344549658,2158.48510972,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F14,68838
1857,Kenya,2000,31065820.0,408.981868272,420.0,1690.0,843.344549658,2158.48510972,Sub-Saharan Africa (excluding high income),Nairobi,KEN,Lower middle income,KE,-1.27975,IDA,36.8126,Sub-Saharan Africa ,F15,88240
1858,Kiribati,2012,106620.0,1641.19741919,2520.0,2660.0,1490.3010339,1674.59233111,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F18,29
1859,Kiribati,2011,104662.0,1645.80974031,2060.0,2340.0,1476.68626388,1659.2939525,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F18,15
1860,Kiribati,2010,102648.0,1465.50457444,1990.0,2390.0,1465.50457444,1646.72953031,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F18,67
1861,Kiribati,2009,100566.0,1264.09774149,1870.0,2320.0,1503.36626357,1689.27321297,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,13
1862,Kiribati,2008,98437.0,1371.88715248,1950.0,2470.0,1546.16345551,1737.36272495,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,0
1863,Kiribati,2008,98437.0,1371.88715248,1950.0,2470.0,1546.16345551,1737.36272495,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,38
1864,Kiribati,2007,96310.0,1277.14940531,1810.0,2400.0,1537.95152599,1728.13530453,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,50
1865,Kiribati,2007,96310.0,1277.14940531,1810.0,2400.0,1537.95152599,1728.13530453,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,31
1866,Kiribati,2006,94257.0,1110.46049311,1710.0,2290.0,1461.58987488,1642.33073723,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,39
1867,Kiribati,2006,94257.0,1110.46049311,1710.0,2290.0,1461.58987488,1642.33073723,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,16
1868,Kiribati,2005,92329.0,1149.68803299,1760.0,2370.0,1562.54921631,1755.77475631,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,54
1869,Kiribati,2005,92329.0,1149.68803299,1760.0,2370.0,1562.54921631,1755.77475631,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,34
1870,Kiribati,2004,90545.0,1128.95151406,1600.0,2340.0,1596.11446282,1793.49069632,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,42
1871,Kiribati,2004,90545.0,1128.95151406,1600.0,2340.0,1596.11446282,1793.49069632,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F16,48
1872,Kiribati,2003,88892.0,1014.13533346,1310.0,2250.0,1575.80296598,1770.66747063,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F14,0
1873,Kiribati,2003,88892.0,1014.13533346,1310.0,2250.0,1575.80296598,1770.66747063,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,40
1874,Kiribati,2002,87343.0,827.302084463,1230.0,2280.0,1541.61824547,1732.25545218,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F14,10
1875,Kiribati,2002,87343.0,827.302084463,1230.0,2280.0,1541.61824547,1732.25545218,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,104
1876,Kiribati,2001,85858.0,734.94924608,1390.0,2460.0,1559.27562414,1752.09635026,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F14,52
1877,Kiribati,2001,85858.0,734.94924608,1390.0,2460.0,1559.27562414,1752.09635026,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,81
1878,Kiribati,2000,84406.0,799.856611192,1390.0,2270.0,1575.02279916,1769.79082804,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F14,15
1879,Kiribati,2000,84406.0,799.856611192,1390.0,2270.0,1575.02279916,1769.79082804,East Asia & Pacific (excluding high income),Tarawa,KIR,Lower middle income,KI,1.32905,IDA,172.979,East Asia & Pacific,F15,91
1880,"Korea, Rep.",2012,50004441.0,24453.9719125,24630.0,32540.0,23214.1266452,31901.0729274,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F18,2504563
1881,"Korea, Rep.",2011,49779440.0,24155.8298493,22610.0,31500.0,22796.4712325,31327.1268995,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F18,2457094
1882,"Korea, Rep.",2010,49410366.0,22151.2088921,21320.0,30500.0,22151.2088921,30440.4012737,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F18,2820110
1883,"Korea, Rep.",2009,49182038.0,18338.706366,21090.0,28330.0,20896.448676,28716.0978884,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,2110326
1884,"Korea, Rep.",2008,48948698.0,20474.8868492,22850.0,28720.0,20848.5553291,28650.282397,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,2224815
1885,"Korea, Rep.",2008,48948698.0,20474.8868492,22850.0,28720.0,20848.5553291,28650.282397,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,2160760
1886,"Korea, Rep.",2007,48597652.0,23101.5102259,22460.0,27790.0,20421.3903107,28063.2681788,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,1847231
1887,"Korea, Rep.",2007,48597652.0,23101.5102259,22460.0,27790.0,20421.3903107,28063.2681788,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,2213053
1888,"Korea, Rep.",2006,48371946.0,20917.0302377,19980.0,25770.0,19453.8355383,26733.6452372,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,1922629
1889,"Korea, Rep.",2006,48371946.0,20917.0302377,19980.0,25770.0,19453.8355383,26733.6452372,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,2024036
1890,"Korea, Rep.",2005,48138077.0,18657.5212532,17800.0,24030.0,18586.2964141,25541.4647477,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,1898011
1891,"Korea, Rep.",2005,48138077.0,18657.5212532,17800.0,24030.0,18586.2964141,25541.4647477,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,1839297
1892,"Korea, Rep.",2004,48039415.0,15921.9391974,15650.0,22920.0,17921.2929083,24627.6106251,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,1809950
1893,"Korea, Rep.",2004,48039415.0,15921.9391974,15650.0,22920.0,17921.2929083,24627.6106251,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F16,2040015
1894,"Korea, Rep.",2003,47859311.0,14219.1935856,13360.0,21310.0,17148.4840062,23565.609305,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F14,1930865
1895,"Korea, Rep.",2003,47859311.0,14219.1935856,13360.0,21310.0,17148.4840062,23565.609305,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,1794328
1896,"Korea, Rep.",2002,47622179.0,12788.5801805,12470.0,20700.0,16742.7737122,23008.0783724,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F14,1912388
1897,"Korea, Rep.",2002,47622179.0,12788.5801805,12470.0,20700.0,16742.7737122,23008.0783724,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,2173652
1898,"Korea, Rep.",2001,47357362.0,11255.9478894,11630.0,19060.0,15671.6150221,21536.0819449,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F14,2052278
1899,"Korea, Rep.",2001,47357362.0,11255.9478894,11630.0,19060.0,15671.6150221,21536.0819449,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,2175110
1900,"Korea, Rep.",2000,47008111.0,11947.5772472,10750.0,17950.0,15104.5208713,20756.7757862,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F14,1808416
1901,"Korea, Rep.",2000,47008111.0,11947.5772472,10750.0,17950.0,15104.5208713,20756.7757862,,Seoul,KOR,High income,KR,37.5323,Not classified,126.957,East Asia & Pacific,F15,2119907
1902,Kuwait,2012,3419581.0,50903.9046038,49580.0,84170.0,39454.1344433,77072.67843,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F18,396521
1903,Kuwait,2011,3239181.0,47551.3829674,42860.0,80860.0,39062.991691,76308.5907116,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F18,343737
1904,Kuwait,2010,3059473.0,37725.1412064,41220.0,77500.0,37725.1412064,73695.1327904,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F18,381249
1905,Kuwait,2009,2881243.0,36754.9458714,45010.0,84460.0,41029.9750254,80151.0441364,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,307430
1906,Kuwait,2008,2705290.0,54484.3005125,50770.0,94680.0,47026.201078,91864.5238228,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,293046
1907,Kuwait,2008,2705290.0,54484.3005125,50770.0,94680.0,47026.201078,91864.5238228,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,323002
1908,Kuwait,2007,2538591.0,45159.3414687,46930.0,99740.0,48901.5396234,95527.9514127,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,287478
1909,Kuwait,2007,2538591.0,45159.3414687,46930.0,99740.0,48901.5396234,95527.9514127,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,339529
1910,Kuwait,2006,2389498.0,42498.7402044,41130.0,97360.0,49015.8906368,95751.3332967,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,310704
1911,Kuwait,2006,2389498.0,42498.7402044,41130.0,97360.0,49015.8906368,95751.3332967,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,358082
1912,Kuwait,2005,2263604.0,35694.3817052,34600.0,91140.0,48123.0178456,94007.1283234,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,331640
1913,Kuwait,2005,2263604.0,35694.3817052,34600.0,91140.0,48123.0178456,94007.1283234,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,342707
1914,Kuwait,2004,2166344.0,27437.9824188,28640.0,83700.0,45680.7725922,89236.262463,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,304392
1915,Kuwait,2004,2166344.0,27437.9824188,28640.0,83700.0,45680.7725922,89236.262463,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F16,337250
1916,Kuwait,2003,2095993.0,22841.6024892,23300.0,74820.0,42626.4811006,83269.7793736,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F14,330916
1917,Kuwait,2003,2095993.0,22841.6024892,23300.0,74820.0,42626.4811006,83269.7793736,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,305483
1918,Kuwait,2002,2042215.0,18674.598534,19830.0,65190.0,37290.2927385,72845.6670347,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F14,275201
1919,Kuwait,2002,2042215.0,18674.598534,19830.0,65190.0,37290.2927385,72845.6670347,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,321730
1920,Kuwait,2001,1990022.0,17532.8577986,19790.0,67100.0,37153.7070181,72578.850199,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F14,253311
1921,Kuwait,2001,1990022.0,17532.8577986,19790.0,67100.0,37153.7070181,72578.850199,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,304487
1922,Kuwait,2000,1929470.0,19545.1934504,19050.0,69370.0,38042.3522832,74314.7968044,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F14,273374
1923,Kuwait,2000,1929470.0,19545.1934504,19050.0,69370.0,38042.3522832,74314.7968044,,Kuwait City,KWT,High income,KW,29.3721,Not classified,47.9824,Middle East & North Africa,F15,330121
1924,Kyrgyz Republic,2012,5607200.0,1177.97473488,1040.0,2850.0,905.165668803,2869.83896204,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F18,216303
1925,Kyrgyz Republic,2011,5514600.0,1123.88316806,880.0,2610.0,921.177039121,2920.60320991,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F18,211105
1926,Kyrgyz Republic,2010,5447900.0,880.037775119,850.0,2560.0,880.037775119,2790.17066394,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F18,270891
1927,Kyrgyz Republic,2009,5383300.0,871.224389338,860.0,2640.0,894.817958649,2837.03141886,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,153289
1928,Kyrgyz Republic,2008,5318700.0,966.393627185,760.0,2570.0,880.278820143,2790.93490018,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,124319
1929,Kyrgyz Republic,2008,5318700.0,966.393627185,760.0,2570.0,880.278820143,2790.93490018,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,178700
1930,Kyrgyz Republic,2007,5268400.0,721.768690839,610.0,2420.0,819.806297298,2599.20601764,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,127161
1931,Kyrgyz Republic,2007,5268400.0,721.768690839,610.0,2420.0,819.806297298,2599.20601764,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,199217
1932,Kyrgyz Republic,2006,5218400.0,543.110702403,500.0,2180.0,762.520116111,2417.57947078,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,124918
1933,Kyrgyz Republic,2006,5218400.0,543.110702403,500.0,2180.0,762.520116111,2417.57947078,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,154060
1934,Kyrgyz Republic,2005,5162600.0,476.551891693,450.0,2030.0,747.565616649,2370.16604505,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,132140
1935,Kyrgyz Republic,2005,5162600.0,476.551891693,450.0,2030.0,747.565616649,2370.16604505,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,142234
1936,Kyrgyz Republic,2004,5104700.0,433.235118935,400.0,1980.0,757.374427826,2401.26500235,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,104878
1937,Kyrgyz Republic,2004,5104700.0,433.235118935,400.0,1980.0,757.374427826,2401.26500235,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F16,144630
1938,Kyrgyz Republic,2003,5043300.0,380.507362435,340.0,1840.0,716.264250607,2270.92467639,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F14,131956
1939,Kyrgyz Republic,2003,5043300.0,380.507362435,340.0,1840.0,716.264250607,2270.92467639,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,122239
1940,Kyrgyz Republic,2002,4990700.0,321.726538045,290.0,1700.0,676.269634592,2144.12125104,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F14,153499
1941,Kyrgyz Republic,2002,4990700.0,321.726538045,290.0,1700.0,676.269634592,2144.12125104,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,195528
1942,Kyrgyz Republic,2001,4945100.0,308.409031387,280.0,1690.0,682.624141552,2164.26829405,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F14,143640
1943,Kyrgyz Republic,2001,4945100.0,308.409031387,280.0,1690.0,682.624141552,2164.26829405,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,157424
1944,Kyrgyz Republic,2000,4898400.0,279.620274992,280.0,1550.0,654.312311072,2074.50528491,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F14,112923
1945,Kyrgyz Republic,2000,4898400.0,279.620274992,280.0,1550.0,654.312311072,2074.50528491,Europe & Central Asia (excluding high income),Bishkek,KGZ,Lower middle income,KG,42.8851,IDA,74.6057,Europe & Central Asia,F15,146138
